customerId,customerLoc
1801,30077
1001,30027
1201,30029
1301,30013
1001,30087
1001,30072
1901,30082
2101,30079
1002,30089
1601,30047
1001,30025
1001,30026
1801,30076
1602,30084
2301,30085
1501,30022
1002,30073
1002,30088
1801,30078
1702,30074
1002,30070
1401,30045
1002,30071
1902,30083
1002,30069
1701,30065
1001,30086
2401,30090
1901,30082
1901,30082
