CLEARANCE_DISPLAY_ID,Item_Number
34546028,129120974
34546029,129169475
34546040,129174646
34546052,129175916
34546053,129175935
34546068,129175894
34546069,129238684
34546085,129261561
34546094,129261565
34546095,129261564
34546102,129261553
34546112,129273772
34546113,129278658
34546126,129298735
34546132,129428846
34546133,129428853
34546160,129463732
34546161,129463731
34546163,130243744
34546164,130324032
34546955,127485791
34546960,127485823
34546961,127485772
34546962,127485768
34546964,127528653
34546965,127539917
34546972,127683698
34546976,127809382
34546977,127818661
34546984,127821518
34546985,127823624
34546989,128076861
34546990,128084152
34546991,128208599
34547004,128173626
34547008,128253664
34547009,128253649
34547018,128278909
34547034,128808323
34547035,128814284
34547046,128814323
34555350,132627584
34555351,132676551
34555364,101312504
34555365,102654074
34555372,115444645
34555373,115988840
34555376,119575111
34555377,119713479
34555392,119884391
34555393,121713450
34555396,122603374
34555397,123283753
34555428,123393662
34555429,124723441
34555440,125688528
34555441,125785720
34555458,125835999
34555459,125894493
34556751,132440584
34556752,132534451
34556753,101359756
34556776,109871605
34556777,116061002
34556790,116724121
34556791,116732848
34556792,117053407
34556793,117316786
34556808,117318910
34556809,117723923
34556822,117771947
34556823,118816466
34556842,118933242
34556843,119160665
34556844,119160667
34556845,119170956
34556849,122696345
34556852,122696348
34556853,123403473
34556865,123409615
34556870,123458948
34556871,123459758
34556882,123838366
34556896,124265070
34556897,124265085
34556908,124265052
34556909,124368350
34556921,124453402
34556926,124543483
34556927,124768592
34556937,125613477
34556940,125630046
34556941,125630047
34556958,125664088
34556980,125716903
34556981,125783822
34557002,125786285
34557003,125824697
34547854,127718638
34547855,127744906
34547865,128293697
34547870,128881855
34547871,128910155
34547876,128935417
34547880,129304271
34547881,129653720
34547886,129913973
34547896,130649122
34547897,101092513
34547902,107038518
34547903,111298469
34547911,115965805
34547920,119525811
34547921,119525812
34547930,120059436
34547936,120748344
34547937,120748345
34547944,122198626
34547948,123273376
34547949,123273386
34547954,123374273
34547955,123374272
34547957,123393678
34547962,123393644
34547963,123403596
34547968,123541725
34547974,123654266
34547975,123654271
34547980,123673366
34547982,123818423
34547983,123888379
34547984,124166427
34547985,124598369
34547999,124783740
34548008,124783732
34548009,124813439
34548014,124923437
34551137,131354532
34551140,131354513
34551141,131354480
34551147,131354483
34551150,131354476
34551151,131354509
34551156,131354479
34551162,131354471
34551163,131520899
34551168,131520890
34551170,131608809
34551171,131649040
34551172,131649029
34551173,131689240
34551179,131739087
34551180,131739092
34551181,131784195
34551188,131784197
34551192,131784453
34551193,131784448
34551198,131784440
34551202,131969105
34551203,131969095
34551206,131969088
34551207,132163813
34551211,132318818
34551212,132339353
34551213,132340762
34551216,132444370
34551220,132576819
34551221,132711782
34551222,132716409
34551226,117055891
34551227,119713533
34551230,120748353
34551231,121303737
34551235,121713432
34551238,122950267
34551239,123128729
34562423,130499745
34562427,130612459
34562434,130650170
34562435,130758714
34562442,130773817
34562452,130773834
34562453,130825776
34562458,130829026
34562468,130854327
34562469,130854325
34562478,130859334
34562479,130859286
34562481,130903742
34562500,130914188
34562501,130948848
34562502,131089282
34562514,131183827
34562515,131188718
34562518,131224077
34562524,131319142
34562525,131319157
34562530,131319561
34551842,127186352
34551843,127193618
34551848,127203638
34551849,127203637
34551854,127203644
34551855,127213970
34551862,127213972
34551863,127214163
34551866,127219182
34551867,127228654
34551872,127193759
34551873,127233888
34551876,127238522
34551877,127238541
34551880,127238524
34551881,127249205
34551886,127253779
34563245,125631788
34563258,125644639
34551955,127399812
34551962,127428523
34551963,127449054
34551968,127458609
34551969,127465483
34551976,127473649
34551977,127484831
34551982,127490444
34551983,127498202
34551992,127518898
34551993,127518900
34551998,127518932
34551999,127519184
34552008,127618606
34552009,127658599
34552056,127539219
34552057,127718729
34552058,127750169
34552076,127768639
34552077,127768637
34552082,127768636
34552088,127809890
34552089,127848613
34552098,127885426
34552099,127885435
34552105,128263600
34552112,128428926
34552113,128429387
34552120,128795784
34552126,128805609
34552127,128810163
34552134,128823735
34552140,128842563
34552141,128845250
34552148,128846223
34552149,128869390
34552155,128880301
34552164,128801871
34552165,128802074
34552178,128807579
34552180,128819563
34552181,128819927
34552188,128823714
34552189,128823734
34552193,128841460
34552198,128844204
34552199,128854978
34552204,128862419
34552210,128868807
34552211,128868840
34552216,128868832
34552220,128869868
34552221,128871548
34552226,128879811
34552227,128899755
34552233,128923965
34552238,128938715
34552239,128938717
34552244,128944043
34552250,128946270
34552251,128947110
34552252,128947005
34552256,128988616
34552257,128996066
34552258,128998899
34552259,128998900
34552265,129054428
34552268,129104005
34552269,129105725
34552274,129122441
34552276,129133904
34552277,129153914
34552280,129158736
34552284,129158748
34552285,129168931
34552292,129244156
34552144,125223443
34552150,125223445
34552151,125303467
34552156,125303466
34552166,125303477
34552167,125358870
34552172,125358865
34552173,125404652
34552175,125458515
34552176,125458513
34552177,125553441
34552184,125713632
34552194,125713623
34552195,125713631
34552200,126133664
34552212,126133653
34552213,126139234
34552224,126139235
34552225,126139223
34552231,126398762
34552236,126398727
34552237,126398742
34552246,126544333
34552248,126544359
34552249,126544433
34552254,126655308
34552262,126731241
34552263,127115657
34552266,127116153
34552267,127183575
34552273,127219310
34552282,127223841
34552283,127254574
34552288,127254566
34552290,127254567
34552291,127254571
34552296,127254572
34552306,127264200
34552307,127285843
34553185,125803638
34553191,125805047
34553196,125808535
34553197,125826487
34553203,125901093
34553206,125901088
34553207,125901090
34553212,125901107
34553218,125958608
34553219,126023790
34553224,126023788
34553230,126089166
34553231,126219621
34553236,126243640
34553237,126243624
34553243,126323830
34553248,126323828
34553249,126323835
34553254,126331235
34553256,126349081
34553257,126349071
34553258,126358772
34553266,126419085
34553267,126419114
34553272,126419087
34552370,127379128
34552371,127463735
34552372,127463837
23361660,100949366
23362550,100824001
23363389,100338516
23408829,100321681
23408828,100324216
23408827,100327904
23408826,100339453
23408825,100349400
23408824,100351430
23408823,100351936
23408822,100352129
23408821,100352224
23408820,100364431
23408819,100381656
23408818,100401366
23408816,100410737
23408815,100416753
23408813,100418917
23408812,100431381
23408811,100433607
23408810,100450480
23408809,100457408
23408808,100471285
23408807,100475714
23359190,100686646
23359696,100375966
23360572,101141161
23408805,100483763
23362468,100838742
23362722,100784433
23366917,100490302
23408804,100492088
23369902,100820375
23370091,100772381
23370754,100306097
23408803,100493103
23408802,100494311
23408801,100494315
23408800,100496156
23408799,100502883
23408797,100516448
23408796,100517605
23408795,100519766
23408794,100521634
23408793,100521637
23408082,100992729
23408081,100992797
23408080,100992846
23408079,100992894
23408078,100993079
23408077,100993775
23408076,100993812
23408075,100993846
23408074,100993906
23408073,100994034
23408072,100994401
23408071,100994791
23408070,100994826
23408069,100995229
23408068,100995232
23408067,100995270
23408066,100995371
23408064,100995603
23408063,100995919
23408062,100996062
23408061,100997137
23408060,100997296
23408058,100997710
23408057,100998494
23408056,100998510
23408055,100998547
23408054,100999950
23408053,101000024
23408052,101000399
23408051,101000899
23408050,101001441
23408048,101001580
23408047,101002545
23408046,101002549
23408045,101002550
23408044,101002553
23408042,101002556
23408041,101002814
23408040,101003420
23408039,101003515
23408038,101004016
23408037,101004370
23408036,101004449
23408035,101004451
23408034,101004462
23408033,101004598
23408031,101005532
23408030,101005598
23408029,101005840
23407269,101136172
23407268,101136198
23407267,101136414
23407266,101136418
23407265,101136420
23407264,101136466
23407263,101136553
23407262,101136634
23407261,101136635
23407259,101136640
23407258,101136658
23407257,101136664
23407256,101136666
23407255,101136667
23407254,101136670
23407253,101136954
23407252,101137154
23407251,101137176
23407249,101137643
23407246,101137899
23407245,101138210
23407244,101138215
23407243,101138364
23407242,101138657
23407241,101138667
23407240,101138814
23407239,101139031
23407238,101139045
23407237,101139058
23407236,101139089
23407235,101139160
23407234,101139169
23407233,101139586
23407232,101139614
23407231,101139621
23407230,101139649
23407229,101139807
23407228,101139817
23407227,101139880
23407226,101139948
23407225,101140545
23407224,101140728
23407222,101140749
23407221,101140816
23407220,101140879
23407219,101140961
23407218,101141034
23407217,101141085
23407216,101141093
23407215,101141094
23406460,101206110
23406459,101206142
23406458,101207058
23406457,101207308
23406456,101207455
23406454,101208172
23406453,101208397
23406452,101208600
23406451,101208677
23406450,101208824
23406449,101209533
23406448,101209856
23406447,101210244
23406446,101210253
23406445,101210300
23406444,101210451
23406443,101210452
23406442,101210455
23406441,101210457
23406440,101210460
23406439,101210461
23406438,101211611
23406437,101211638
23406436,101212062
23406435,101212080
23406434,101212082
23406433,101212087
23406432,101212089
23406431,101212094
23406430,101212173
23406429,101212197
23406428,101212611
23406427,101212615
23406426,101212645
23406425,101212654
23406422,101212732
23406421,101212845
23406420,101212852
23406419,101212853
23406418,101213136
23406416,101213835
23406415,101213898
23406414,101213936
23406413,101213965
23406412,101213969
23406411,101213984
23406410,101214274
23406409,101214282
23406408,101214364
23406406,101214629
23405618,100923824
23405616,100924332
23405615,100924452
23405614,100925285
23405613,100925727
23405612,100925877
23405611,100925893
23405610,100925918
23405609,100926008
23405608,100926045
23405607,100926095
23405606,100926510
23405605,100926530
23405604,100927369
23405603,100927549
23405602,100927554
23405600,100927827
23405598,100928719
23405597,100928790
23405596,100929161
23405595,100929186
23405594,100929738
23405593,100930248
23405592,100930270
23405591,100930276
23405590,100930564
23405589,100930975
23405588,100931241
23405587,100931325
23405586,100931363
23405585,100931945
23405584,100933804
23405583,100934557
23405582,100934655
23405581,100934750
23405580,100934753
23405579,100934780
23405578,100934801
23405577,100934857
23405576,100935939
23405575,100935993
23405574,100936001
23405573,100936078
23405572,100936812
23405571,100936814
23405569,100937677
23405567,100938560
23405566,100938639
23405565,100938742
23405564,100939296
23405031,101077947
23457712,100548447
23457711,100548486
23457709,100549750
23405030,101078157
23457708,100551715
23457707,100660345
23457706,100663094
23457705,100663266
23405029,101078784
23457704,100665965
23457703,100666417
23457702,100666472
23457701,100666582
23405028,101078785
23457700,100666972
23457699,100668993
23457698,100671762
23457697,100672139
23405027,101078789
23457696,100673247
23457695,100673860
23457694,100677640
23405026,101078832
23457693,100679027
23457692,100679205
23457691,100679318
23457690,100680536
23405025,101078852
23457689,100680551
23457687,100681239
23457686,100682776
23457685,100682889
23457684,100685348
23457683,100685354
23457682,100688881
23457681,100688884
23457680,100689240
23457679,100690162
23405022,101079547
23457678,100691123
23457677,100692283
23457676,100693823
23405021,101079818
23457675,100727041
23457674,100730503
23457673,100732081
23405020,101079924
23457672,100732129
23457671,100734870
23405019,101080023
23453615,100819882
23453614,100832297
23453611,100835584
23453610,100846378
23453608,100846596
23453606,100849054
23453602,100857989
23453600,100862804
23453597,100863073
23453593,100867713
23453591,100871755
23453589,100872632
23453587,100873613
23453585,100880795
23453584,100885037
23453581,100885045
23453579,100889665
23453578,100894624
23453576,100895352
23453574,100895416
23453572,100898052
23453569,100898488
23453567,100900757
23453565,100900957
23453563,100903950
23453561,100904024
23453559,100905839
23453557,100906491
23453555,100911684
23453554,100912826
23453550,100919235
23453547,100923318
23453545,100923332
23453543,100932312
23453541,100933641
23453537,100935210
23453535,100936928
23453534,100937436
23453531,100938410
23453530,100946434
23453528,100947320
23453526,100948142
23453524,100953589
23453522,100953593
23453519,100955211
23453517,100955213
23453515,100955221
23453513,100958088
23453512,100962836
23452863,101037538
23452862,101046482
23452860,101047346
23452858,101049702
23452856,101056573
23452854,101058021
23452851,101060755
23452849,101064542
23452847,101069545
23452845,101070114
23452844,101074937
23452838,101083023
23452836,101083767
23452833,101087306
23452832,101087709
23452830,101094361
23452828,101094769
23452825,101095070
23452824,101098097
23452822,101098302
23452819,101102697
23452817,101104826
23452815,101108639
23452814,101113387
23452810,101127731
23452807,101133446
23452803,101134959
23452801,101136200
23452797,101136485
23452795,101137259
23452794,101138014
23452792,101156427
23452790,101167588
23452787,101169701
23452786,101173843
23452784,101183026
23452782,101191158
23452780,101210401
23452778,101214048
23452776,101219793
23452773,101246124
23452772,101246299
23452770,101249223
23452768,101285097
23452766,100324164
23452764,100325086
23452762,100512411
23452760,100512440
23452758,100512521
23452756,100512586
23403873,101192371
23403872,101192413
23403871,101192446
23403870,101192464
23403869,101192467
23403867,101192483
23403866,101192510
23403865,101192824
23403864,101192826
23403863,101192859
23403862,101192890
23403861,101192908
23403860,101192964
23403858,101192977
23403857,101193162
23403856,101193214
23403855,101193240
23403854,101193276
23403853,101193412
23403852,101193466
23403851,101193521
23403850,101193526
23403849,101194579
23403848,101194829
23403847,101195047
23403846,101195088
23403845,101195327
23403843,101195531
23403842,101195568
23403841,101196097
23403840,101196116
23403839,101196376
23403838,101196377
23403837,101196739
23403836,101196741
23403835,101196764
23403834,101196767
23403833,101196790
23403832,101196836
23403831,101196943
23403830,101196970
23403829,101197147
23403828,101197333
23403826,101197424
23403825,101197799
23403824,101197801
23403823,101197804
23403822,101197807
23403821,101197809
23403820,101197818
23457016,101017861
23457015,101018507
23457014,101018625
23457013,101019826
23457012,101020115
23457011,101021429
23457010,101021601
23457009,101021687
23457008,101022219
23457007,101022496
23457006,101022548
23457005,101024669
23457004,101025243
23457003,101025919
23457002,101026029
23457001,101026294
23457000,101026329
23456999,101026335
23456998,101026430
23456997,101026683
23456996,101026957
23456994,101027939
23456993,101028221
23456992,101028655
23456991,101030000
23456990,101030003
23456989,101030018
23456988,101030744
23456987,101030790
23456986,101031210
23456985,101032693
23456984,101033051
23456983,101033239
23456982,101033282
23456981,101033310
23456980,101033479
23456979,101034087
23456978,101034154
23456977,101034618
23456976,101034861
23456975,101035822
23456972,101039828
23456971,101040547
23456970,101040834
23456969,101041639
23456968,101041694
23456966,101042304
23456965,101042313
23456964,101042615
23456963,101043461
23456962,101043637
23371110,101321981
23371118,101294297
23371129,101263105
23371148,101256922
23371165,101249375
23371166,101249372
23371174,101247896
23371191,101247090
23371198,101246128
23371202,101243683
23371206,101243664
23371215,101237696
23371221,101236376
23371227,101235587
23371231,101233609
23371234,101232219
23371242,101232165
23371259,101227670
23371261,101226849
23371270,101221162
23371282,101219558
23371296,101216730
23371309,101214024
23371311,101213971
23371312,101213933
23371319,101210996
23371329,101210521
23371330,101209759
23371339,101209453
23371347,101209293
23371374,101205092
23371375,101205064
23371378,101204914
23371576,101188710
23371704,101174098
23371882,101147568
23372194,101099498
23372205,101094680
23455409,101071305
23455407,101072513
23455406,101072560
23455405,101072611
23455404,101073152
23455403,101073597
23455402,101074865
23455401,101075122
23455400,101075774
23455398,101076683
23455397,101077129
23455396,101077138
23455395,101078284
23455394,101078399
23455393,101078591
23455392,101078593
23455391,101078634
23455390,101078994
23455389,101079119
23455388,101079171
23455387,101079240
23455385,101079891
23455384,101080061
23455383,101080440
23455382,101080824
23455381,101081009
23455380,101081085
23455379,101081559
23455378,101081661
23455377,101081828
23455375,101081883
23455374,101081961
23455373,101082294
23455372,101082692
23455370,101082879
23455369,101083282
23455368,101083442
23455367,101083480
23455366,101084908
23455365,101084980
23455364,101085185
23455363,101085593
23455362,101085688
23455361,101085832
23455360,101086898
23455359,101087149
23455358,101087350
23455357,101087364
23455356,101087407
23455355,101087421
23454520,100845960
23454519,100845987
23454518,100846265
23454516,100846709
23454515,100847426
23454514,100848029
23454512,100849993
23454511,100850481
23454510,100850607
23454509,100851134
23454508,100851143
23454507,100851166
23454506,100851842
23454505,100852755
23454503,100853274
23454502,100853320
23454501,100853489
23454500,100854395
23454499,100854720
23454498,100855527
23454497,100855895
23454496,100855903
23454495,100856021
23454494,100856039
23454493,100856074
23454492,100856078
23454490,100856910
23454489,100857744
23454488,100858138
23454487,100858786
23454486,100859061
23454485,100859371
23454484,100860426
23454483,100860567
23454482,100861389
23454481,100861405
23454480,100861508
23454479,100861535
23454478,100862029
23454477,100862051
23454476,100862335
23454475,100864639
23454474,100864836
23454473,100864902
23454472,100865401
23454471,100866000
23454470,100866086
23454468,100867421
23454467,100867679
23454466,100868953
23454465,100869200
23458120,101237989
23458191,101220880
23458203,101218075
23458247,101211113
23458396,101191326
23458399,101191219
23458443,101185325
23458606,101169894
23458787,101146194
23458848,101140555
23458858,101138992
23458909,101133021
23458939,101128628
23458941,101128588
23458956,101127019
23458964,101126374
23458984,101122805
23459112,101100456
23459208,101085633
23459215,101083783
23459262,101079267
23459380,101057338
23459387,101056748
23459411,101051165
23459425,101046763
23459431,101046623
23459590,101010867
23459593,101010583
23459598,101009807
23459648,100995754
23459760,100970193
23459798,100959714
23459823,100954311
23459884,100943527
23459940,100930970
23460043,100909399
23460047,100908255
23460072,100903120
23460113,100892440
23460137,100888746
23361568,100961091
23362626,100808527
23362779,100766438
23363108,100534044
23363490,100256032
23364434,101102186
23364524,101087543
23365823,100889286
23369989,100799808
23370601,100467476
23370724,100333961
23356794,101163198
23358091,100937643
23359407,100538793
23360605,101135856
23361357,100993119
23362097,100896410
23363073,100538781
23365426,100937217
23366045,100859563
23367732,101170928
23367982,101127171
23369162,100929559
23369727,100854858
23370201,100679374
23370589,100487180
23370923,100131090
23451639,101133340
23451764,101094397
23452666,100785144
23453788,101113309
23453812,101103555
23453908,101076683
23454214,100957148
23454651,100788602
23454840,100298225
23454960,100082632
23454994,100032487
23455512,101026029
23496805,101175322
23466261,100820468
23465194,101107103
23496802,101178064
23465934,100951398
23496801,101180445
23472984,101143666
23398822,101160596
23496800,101181622
23470464,101127040
23496799,101183464
23466781,100078364
23496798,101183700
23472095,100119693
23398821,101160672
23496796,101187188
23496795,101187337
23468282,101027128
23496794,101191308
23469177,100476729
23496792,101194073
23398820,101160676
23466736,100104858
23465689,101006562
23465113,101121548
23496789,101200003
23398819,101160754
23496788,101200083
23465274,101093035
23496787,101200469
23471250,100958039
23496785,101207476
23469285,100293179
23398818,101160808
23464739,101168779
23496782,101209149
23474231,100868696
23470453,101127840
23469328,100200152
23496779,101231501
23398817,101160835
23496681,100115341
23496680,100117518
23398801,101162303
23496678,100118423
23473712,101017523
23496677,100119098
23496676,100120459
23465855,100964804
23496675,100120641
23496674,100120785
23398800,101162335
23496673,100121247
23463404,100902311
23496672,100125573
23466172,100865002
23496671,100126161
23496670,100127413
23467625,101141841
23496669,100128400
23496668,100128896
23472857,101160831
23398799,101162388
23496666,100129281
23463770,100505028
23496665,100130696
23496664,100132035
23462675,101080156
23496663,100134054
23496662,100134135
23469933,101190296
23496661,100136900
23398798,101162391
23496660,100136919
23468863,100863133
23496659,100137758
23474868,100055224
23496657,100138865
23474060,100932384
23496655,100139813
23398797,101162423
23496654,100140030
23496653,100141173
23466048,100917642
23496652,100142951
23496651,100143293
23467133,101201107
23496650,100144494
23496649,100145062
23496648,100145082
23453918,101072279
23454331,100923937
23454553,100836047
23455764,100939787
23456524,101244057
23456791,101104614
23456833,101094747
23457216,100950317
23457284,100931372
23457303,100925852
23457558,100825808
23451991,100997026
23452122,100958206
23454539,100841082
23455150,101154358
23455254,101120052
23455336,101095825
23455795,100931129
23456441,100090115
23456714,101131413
23457130,100977504
23457240,100943866
23457475,100856021
23496519,100813814
23471965,100310579
23496518,100814698
23496517,100814813
23466880,101262532
23496515,100817654
23398774,101164878
23473245,101109792
23462055,101168498
23496512,100820297
23474512,100507547
23496510,100822171
23466112,100892100
23398773,101164881
23496508,100823084
23470328,101139906
23496506,100823962
23496351,100877249
23496350,100877471
23473906,100966303
23496348,100877988
23496347,100879341
23469066,100687493
23496346,100879642
23466741,100099469
23496344,100880785
23496343,100880938
23462357,101132099
23398744,101166895
23496342,100881100
23463263,100944598
23472980,101144277
23496338,100884739
23496337,100884989
23398743,101166900
23461644,101222631
23496336,100885130
23496335,100885571
23466078,100908039
23496334,100885634
23471696,100780421
23496331,100886662
23398742,101166918
23466933,101248557
23496329,100887940
23474070,100929669
23496328,100888538
23471746,100697682
23496326,100888726
23398741,101167094
23473175,101121902
23464442,101201722
23496323,100889085
23461948,101180877
23464862,101150221
23496320,100889508
23372914,100846645
23373247,100660058
23373143,100760591
23371801,101158164
23372547,100986579
23373777,100083477
23372384,101052000
23371730,101169234
23373592,100147094
23371260,101227355
23371703,101174156
23372475,101010707
23373854,100055639
23371142,101258136
23372551,100985616
23372343,101062331
23373915,100028034
23372610,100961782
23373815,100069790
23372937,100839379
23373674,100118267
23372571,100977138
23373217,100676552
23373345,100532711
23371739,101168779
23373337,100534211
23373356,100529629
23371535,101191632
23373823,100069025
23371899,101146122
23372003,101135217
23372364,101057372
23372123,101114803
23373427,100506700
23372756,100915847
23373094,100785686
23372049,101126844
23372545,100987738
23373582,100171715
23372275,101077495
23373520,100342386
23372230,101088099
23372883,100859384
23373770,100089790
23372712,100929708
23372196,101098881
23372746,100920204
23372942,100836938
23373290,100542755
23372291,101073861
23348478,100877937
23348823,100790900
23348871,100773693
23372846,100876896
23372744,100920700
23373151,100756255
23372912,100849352
23373866,100049322
23372861,100868086
23372468,101012420
23371340,101209451
23372235,101087276
23373931,100021739
23373102,100782464
23371760,101165282
23371793,101158778
23372024,101129940
23371764,101164369
23373137,100765111
23372399,101045929
23373650,100130702
23372660,100945017
23372308,101067357
23373901,100034669
23372788,100902283
23372345,101061291
23373624,100140217
23371223,101236036
23373871,100048389
23373736,100097690
23372895,100853792
23373084,100789962
23373712,100105693
23371628,101183524
23373900,100034938
23373306,100540440
23372623,100956540
23373734,100098054
23371302,101215854
23372634,100954793
23371741,101167831
23373804,100076080
23371373,101205142
23372025,101129839
23373374,100525788
23371411,101201098
23373189,100690698
23371349,101209160
23372202,101095086
23373526,100323565
23373433,100502107
23372311,101067012
23372394,101046659
23371239,101232184
23373035,100808028
23372369,101057087
23372875,100862406
23371891,101146800
23371167,101249357
23371799,101158204
23373609,100142865
23372213,101092432
23372437,101025151
23371214,101237717
23372423,101034964
23373880,100044298
23371212,101238661
23371820,101155214
23372675,100941987
23373765,100090192
23373713,100105228
23373203,100683694
23373430,100504854
23372255,101082174
23373244,100662528
23372284,101075322
23371715,101172075
23373478,100407800
23372866,100866104
23373852,100055848
23372172,101104763
23373017,100814886
23371772,101162692
23371879,101147643
23373009,100820956
23373830,100067865
23372628,100955844
23371123,101268370
23371399,101201881
23372015,101131668
23372868,100865769
23372060,101125837
23372401,101045324
23373261,100549073
23373626,100139840
23371798,101158209
23373744,100096935
23372566,100978803
23373246,100661458
23371177,101247244
23373492,100394495
23372229,101088253
23373949,100014629
23372554,100984932
23372251,101083060
23373053,100801465
23371599,101186853
23373505,100372471
23372807,100890921
23371648,101180143
23372904,100851433
23372064,101124756
23373933,100021474
23372318,101066466
23373479,100407049
23371304,101215488
23371611,101186221
23373652,100128862
23373873,100048220
23373678,100117753
23372077,101122616
23372668,100943736
23372837,100879903
23373810,100071592
23371949,101139894
23373792,100077546
23371193,101246873
23373173,100730067
23372902,100851936
23371280,101220092
23372735,100922766
23373018,100814775
23372611,100961632
23373242,100663378
23373006,100822144
23371194,101246857
23373621,100140959
23371716,101172018
23372779,100904374
23372165,101106651
23371596,101186896
23373333,100536119
23371829,101153730
23373687,100112011
23372045,101126989
23373407,100518171
23373344,100533175
23458925,101129711
23460258,100853311
23461284,100096818
23460138,100888719
23459159,101093067
23460377,100826402
23460444,100807748
23459044,101111846
23461070,100290359
23460315,100836890
23458756,101149045
23458701,101156223
23460192,100875887
23459054,101110436
23458113,101242298
23458838,101141160
23461261,100103742
23460310,100838655
23459735,100978763
23460488,100799195
23458423,101187857
23459036,101113783
23461150,100167568
23458540,101173712
23459933,100933727
23460122,100891426
23460240,100859651
23460069,100904034
23460326,100834508
23459828,100953296
23459826,100953889
23459987,100922734
23459273,101078099
23459014,101116804
23461357,100064557
23458547,101173184
23458491,101178232
23460982,100404611
23460126,100891150
23459867,100948763
23460796,100532692
23458916,101131273
23458091,101247467
23460815,100526528
23461040,100328863
23459438,101045593
23459502,101031817
23459967,100925318
23458075,101252244
23459344,101064777
23460919,100468687
23458607,101169824
23459749,100973598
23460924,100467735
23458470,101181002
23460697,100672631
23459942,100930578
23459731,100980930
23459720,100984000
23460668,100694038
23460707,100666740
23460891,100497976
23460602,100766452
23460051,100907568
23459923,100936815
23459264,101079256
23461407,100039395
23458293,101207226
23458322,101201334
23458126,101236360
23459471,101038288
23458656,101163538
23459767,100967722
23460759,100543162
23460653,100731494
23461103,100240840
23459972,100924796
23458015,101327359
23460154,100885074
23459209,101085622
23459626,101002213
23459442,101043898
23459997,100921758
23460438,100809668
23458972,101125025
23458849,101140445
23459572,101015160
23460368,100827580
23461421,100034844
23460331,100833617
23459739,100978164
23458583,101171619
23458817,101142989
23459799,100959706
23458958,101126994
23459829,100953282
23460196,100874636
23458231,101213224
23461476,100009080
23459900,100939991
23460066,100904621
23460884,100504349
23460897,100493098
23459259,101079505
23461327,100082841
23461086,100256867
23459199,101089084
23458977,101123630
23460475,100801406
23461160,100155895
23459038,101113595
23461364,100062263
23460898,100493025
23461363,100062509
23458698,101157154
23459542,101023890
23460598,100769583
23460670,100692353
23461291,100094256
23458822,101142665
23459870,100946578
23459742,100977524
23460777,100537608
23459915,100938055
23460121,100891449
23459945,100929814
23459763,100969110
23458350,101197567
23459827,100953745
23458595,101171008
23458753,101149534
23458827,101142266
23460203,100872297
23458481,101179513
23460011,100918073
23460330,100833892
23460771,100540062
23461050,100312640
23459210,101085313
23458895,101135111
23459318,101069694
23459528,101026700
23460059,100906108
23461133,100194828
23461405,100041237
23458789,101146177
23459129,101097979
23459999,100921578
23460750,100546111
23458043,101304254
23459518,101028526
23460743,100549242
23458996,101120176
23461321,100083830
23459700,100987957
23458245,101211158
23458697,101157439
23458070,101252344
23458178,101222950
23460411,100821013
23459202,101087410
23459477,101037014
23458580,101171671
23460911,100470289
23460143,100888143
23458832,101141708
23459947,100929526
23458482,101179114
23459821,100954423
23458440,101185905
23458560,101172634
23459021,101115352
23461188,100138288
23458604,101169996
23459073,101105764
23459681,100990213
23459299,101073373
23460288,100844121
23460742,100549878
23460277,100848601
23460426,100817748
23461451,100020545
23459444,101043776
23458295,101206649
23460358,100828840
23460028,100914029
23461415,100035675
23460779,100536873
23460019,100916082
23458331,101199992
23460746,100548950
23460957,100425231
23460239,100860255
23460549,100782417
23458765,101147994
23458879,101137424
23460857,100515377
23460905,100487420
23458846,101140802
23461020,100350983
23459086,101103702
23458527,101175019
23461019,100351328
23459288,101075669
23460391,100824753
23460715,100663421
23461149,100167572
23452072,100974466
23452071,100974539
23452070,100974635
23452069,100975546
23452068,100975551
23452067,100975687
23452066,100975697
23452065,100975988
23452064,100976141
23452062,100977192
23452061,100977420
23452060,100977504
23452059,100978781
23452058,100978799
23452057,100978829
23452056,100978830
23452055,100978845
23452054,100978887
23452053,100979241
23452052,100979342
23452051,100979472
23452049,100979716
23452048,100979788
23452047,100979946
23452046,100979955
23452044,100980786
23452043,100981193
23452042,100981297
23452041,100981311
23452040,100981313
23452039,100981340
23452038,100981343
23452037,100981761
23452034,100982801
23452033,100982876
23452032,100983040
23452031,100983264
23452030,100983267
23452029,100983289
23452028,100983969
23452027,100984006
23452026,100984087
23452025,100984108
23452024,100984262
23452023,100984333
23452022,100984375
23452021,100984383
23452020,100984389
23452019,100984404
23452018,100984438
23452017,100984909
23451624,101138644
23451622,101139695
23451620,101140211
23451619,101140226
23451618,101140245
23451617,101140322
23451616,101140378
23451615,101140938
23451614,101141011
23451613,101141279
23451612,101141302
23451611,101141709
23451610,101142147
23451608,101143366
23451607,101143488
23451606,101143606
23451605,101143931
23451604,101144268
23451603,101144492
23451602,101145093
23451601,101145276
23451600,101145437
23451599,101145585
23451598,101145640
23451597,101145649
23451596,101145671
23451595,101145939
23451594,101145944
23451593,101145957
23451592,101145980
23451591,101146005
23451590,101147000
23451589,101147686
23451588,101148058
23451587,101148128
23451586,101148470
23451585,101149605
23451584,101149612
23451583,101150545
23451582,101150958
23451581,101150966
23451579,101151522
23451578,101151543
23451577,101151572
23451576,101151650
23451574,101152887
23451573,101153858
23451571,101153969
23451570,101154358
23451569,101154872
