CLEARANCE_DISPLAY_ID,Item_Number
34595940,125223462
34595941,125303449
34595948,125358878
34595949,125403489
34595956,125403482
34595957,125403492
34595968,125404601
34595969,125404614
34595982,125404606
34595983,125509951
34595990,125713620
34595991,125713626
34595998,125713624
34580129,127433920
34580130,127433907
34580131,127433708
34580134,127433913
34580135,127438277
34580140,127474336
34580141,127474334
34580146,127485799
34580147,127485787
34580152,127485782
34580153,127485780
34580160,127485824
34580161,127485812
34580170,127485768
34580171,127485826
34580176,127490291
34580177,127513935
34580182,127514498
34580183,127514476
34580188,127516768
34580189,127516761
34580194,127517984
34580195,127517995
34580200,127517996
34580201,127517988
34580206,127465762
34580207,127473649
34580210,127490445
34580211,127518900
34580216,127568599
34580217,127568602
34580222,127639149
34580223,127539224
34580228,127718732
34580229,127718729
34580234,127738640
34580235,127768637
34580240,127809984
34580241,127879350
34580202,127485021
34580203,127484982
34580208,127484984
34580209,127540870
34580214,127563966
34580215,127638897
34580220,127649422
34580221,127713824
34580226,127713813
34580227,127713810
34580232,127713819
34580233,127730998
34580256,127731013
34580257,127731014
34580264,127739026
34580265,127821519
34579014,128348660
34579015,128799069
34579020,128801686
34579021,128801673
34579026,128801678
34579027,128803369
34579032,128803365
34579033,128806255
34579038,128806253
34579039,128806257
34579044,128809273
34579045,128809326
34579050,128809295
34579051,128809306
34579056,128809265
34579057,128809321
34579062,128809272
34579063,128809330
34579068,128814266
34579069,128814344
34579078,128814285
34579079,128814334
34579084,128814301
34580385,130814207
34580400,130763946
34580401,130824268
34580412,130824277
34580413,130824308
34580414,130824266
34580415,130824256
34580426,130824269
34580427,130915149
34580438,130915148
34580439,130915175
34580442,130818751
34580443,131154380
34580454,131178856
34580455,131178890
34580462,131178878
34580463,131285236
34580464,126938528
34580465,131354481
34580476,131354531
34580477,131354515
34580478,131354514
34580479,131354538
34580510,131354518
34580511,131354507
34580530,131354539
34580531,131384183
34580548,131458727
34580549,131490486
34580576,131520645
34580577,131520639
34580578,131588756
34580579,131609154
34580592,131609152
34580593,131609137
34580596,131623778
34580597,131649040
34580602,131649031
34580603,131739094
34582136,122951561
34582137,123109058
34582142,123114080
34582143,123130470
34582152,123130469
34582153,123148958
34582154,123148946
34582155,123347337
34582242,123363355
34582243,123374453
34582248,123374452
34582249,123374433
34582256,123374841
34582257,123375195
34582262,123478458
34582263,123523410
34582266,123528529
34582267,123528538
34582270,124229224
34582271,124313756
34582276,124438382
34582277,124499076
34582280,124584704
34582281,124584714
34582284,124584706
34582285,124595512
34582290,124828441
34582291,124808607
34582300,124858504
34582301,124858511
34582308,124858480
34582309,124953764
34582314,125028487
34582315,125028508
34582316,125053844
34582317,125153565
34582324,125153566
34582325,125408581
34582334,125423740
34580893,121146422
34580902,121370393
34580903,121632672
34580906,121795153
34580907,121963476
34580912,121963521
34580913,122960754
34580918,123284264
34580919,123783415
34580926,124683465
34580927,124773995
34580934,124823856
34580935,124913488
34580944,125493465
34582590,126748722
34582591,126748550
34582592,126748552
34582593,126750374
34582600,126750364
34582601,126803687
34582604,126803661
34582605,126803660
34582610,126803683
34582611,126803663
34582612,126803676
34582613,126813557
34582616,126813579
34582617,126813907
34582622,126813908
34582623,126813897
34582632,126813906
34582633,126819070
34582642,126818544
34582643,126908683
34582646,126908678
34582647,126908677
34582652,126913536
34582653,126965053
34582662,126965059
34581496,127453689
34581497,127473571
34581502,127484544
34581503,127523693
34581510,127540785
34581511,127604345
34581518,127643682
34581519,127643685
34581526,127643689
34581527,127713909
34581536,127718638
34581537,127719173
34581544,127828630
34581545,127884781
34581554,127884779
34581555,127914455
34581566,127983618
34581567,128003617
34581572,128079600
34581573,128076846
34581586,128076852
34581587,128076851
34581594,128128802
34581595,128128803
34581600,128128805
34581601,128140159
34581602,128259139
34581603,128259150
34581608,128274345
34581609,128293639
34581614,128293641
34581615,128293686
34581620,128293673
34581621,128293650
34581628,128368597
34581629,128293617
34581640,128293679
34581641,128293625
34581656,128293626
34582464,127349817
34582465,127370649
34582470,127373592
34582471,127373608
34582476,127373587
34582477,127399858
34582484,127414174
34582485,127414154
34582490,127418651
34582491,127418753
34582496,127433724
34582497,127454372
34582502,127454365
34582503,127474349
34582508,127474338
34582509,127479462
34582514,126419097
34582515,127484671
34582522,127484670
34582523,127485800
34582528,127485772
34582529,127485776
34582534,127485793
34582535,127490287
34582542,127528667
34582543,127528652
34582550,127528657
34582551,127528646
34582556,127528650
34582557,127528668
34582562,127528661
34582563,127538823
34582570,127604392
34582571,127604393
34582574,127629439
34582575,127650053
34582580,127650048
34582581,127650046
34582588,127698599
34584692,120499997
34584693,120517611
34584696,120518300
34584697,120632561
34584698,120646967
34584699,120673557
34584706,120953829
34584707,121008373
34584716,121124210
34584717,120753716
34584738,120830438
34584739,120830426
34584748,120830448
34584749,121209203
34584766,121269927
34584767,121662347
34584776,122408395
34584777,122453393
34584794,122670579
34584795,122670572
34584808,122694668
34584809,122694687
34584822,122696406
34584823,122696411
34584834,122808388
34584835,122841879
34584850,122868767
34584851,122870064
34584862,122870061
34584863,122870050
34584874,122870046
34584875,122872388
34584882,122893883
34584883,122905045
34584894,122905044
34584895,122905049
34584902,122976461
34584903,122999999
34584912,123073732
34584200,123273375
34584201,123273416
34584206,123283755
34584207,123298976
34584214,123374266
34584215,123541719
34584222,123654261
34584223,123654254
34584224,123654278
34584225,123654272
34584226,123654269
34584227,123888398
34584236,123993344
34584237,123993361
34584244,124119978
34584245,124119979
34584252,124119949
34584253,124166428
34584254,130398879
34584255,124568526
34584256,124595320
34584257,124595319
34584258,124813437
34584259,125153651
34584268,125168487
34584269,125358707
34584272,125413918
34584273,125413886
34584276,125413877
34584277,125413910
34584282,125414261
34584283,125588462
34584290,125588460
34584291,125623545
34584294,125688490
34584295,125688451
34584302,125688528
34584303,125688523
34584310,125717699
34586462,126319011
34586463,126363597
34586538,126388946
34586539,126413993
34586544,126413992
34586545,126424793
34586550,126449594
34586551,126449593
34586564,126458955
34584127,127239796
34584128,127239734
34584129,127239792
34584132,127239758
34584133,127239736
34584134,127241251
34584135,127259497
34584138,127259493
34584139,127286350
34584142,127286369
34584143,127287089
34584144,127298785
34584145,127321553
