Item_Number,Zone,Pcid
100000684,102,36028450
100000684,103,36028451
100000684,104,36028452
100000684,105,36028453
100000684,106,36028454
100000684,107,36028455
100000684,108,36028456
100000684,109,36028457
100000684,110,36028458
100000684,111,36028459
100000684,112,36028460
100000684,113,36028461
100000684,114,36028462
100000684,99,36028447
100000685,100,36028416
100000685,101,36028417
100000685,102,36028418
100000685,103,36028419
100000685,104,36028420
100000685,105,36028421
100000685,106,36028422
100000685,107,36028423
100000685,108,36028424
100000685,109,36028425
100000685,110,36028426
100000685,111,36028427
100000685,112,36028428
100000685,113,36028429
100000685,114,36028430
100000685,99,36028415
100000691,100,36028464
100000691,101,36028465
100000691,102,36028466
100000691,103,36028467
100000691,104,36028468
100000691,105,36028469
100000691,106,36028470
100000691,107,36028471
100000691,108,36028472
100000691,109,36028473
100000691,110,36028474
100000691,111,36028475
100000691,112,36028476
100000691,113,36028477
100000691,114,36028478
100000691,99,36028463
100000728,100,36036384
100000728,101,36036385
100000728,102,36036386
100000728,103,36036387
100000728,104,36036388
100000728,105,36036389
100000728,106,36036390
100000728,107,36036391
100000728,108,36036392
100000728,109,36036393
100000728,110,36036394
100000728,111,36036395
100000728,112,36036396
100000728,113,36036397
100000728,114,36036398
100000728,99,36036383
100000738,100,36028544
100000738,101,36028545
100000738,102,36028546
100000738,103,36028547
100000738,104,36028548
100000738,105,36028549
100000738,106,36028550
100000738,107,36028551
100000738,108,36028552
100000738,109,36028553
100000738,110,36028554
100000738,111,36028555
100000738,112,36028556
100000738,113,36028557
100000738,114,36028558
100000738,99,36028543
100000754,100,36028576
100000754,101,36028577
100000754,102,36028578
100000754,103,36028579
100000754,104,36028580
100000754,105,36028581
100000754,106,36028582
100000754,107,36028583
100000754,108,36028584
100000754,109,36028585
100000754,110,36028586
100000754,111,36028587
100000754,112,36028588
100000754,113,36028589
100000754,114,36028590
100000754,99,36028575
100000772,100,36028736
100000772,101,36028737
100000772,102,36028738
100000772,103,36028739
100000772,104,36028740
100000772,105,36028741
100000772,106,36028742
100000772,107,36028743
100000772,108,36028744
100000772,109,36028745
100000772,110,36028746
100000772,111,36028747
100000772,112,36028748
100000772,113,36028749
100000772,114,36028750
100000772,99,36028735
100000835,100,36028832
100000835,101,36028833
100000835,102,36028834
100000835,103,36028835
100000835,104,36028836
100000835,105,36028837
100000835,106,36028838
100000835,107,36028839
100000835,108,36028840
100000835,109,36028841
100000835,110,36028842
100000835,111,36028843
100000835,112,36028844
100000835,113,36028845
100000835,114,36028846
100000835,99,36028831
100000845,100,36028784
100000845,101,36028785
100000845,102,36028786
100000845,103,36028787
100000845,104,36028788
100000845,105,36028789
100000845,106,36028790
100000845,107,36028791
100000845,108,36028792
100000845,109,36028793
100000845,110,36028794
100000845,111,36028795
100000845,112,36028796
100000845,113,36028797
