Item_Number,Zone,Pcid
101159697,109,36026697
101159697,110,36026698
101159697,111,36026699
101159697,112,36026700
101159697,113,36026701
101159697,114,36026702
101159697,99,36026687
101166464,100,36024144
101166464,101,36024145
101166464,102,36024146
101166464,103,36024147
101166464,104,36024148
101166464,105,36024149
101166464,106,36024150
101166464,107,36024151
101166464,108,36024152
101166464,109,36024153
101166464,110,36024154
101166464,111,36024155
101166464,112,36024156
101166464,113,36024157
101166464,114,36024158
101166464,99,36024143
101166523,100,36023936
101166523,101,36023937
101166523,102,36023938
101166523,103,36023939
101166523,104,36023940
101166523,105,36023941
101166523,106,36023942
101166523,107,36023943
101166523,108,36023944
101166523,109,36023945
101166523,110,36023946
101166523,111,36023947
101166523,112,36023948
101166523,113,36023949
101166523,114,36023950
101166523,99,36023935
101166544,100,36023952
101166544,101,36023953
101166544,102,36023954
101166544,103,36023955
101166544,104,36023956
101166544,105,36023957
101166544,106,36023958
101166544,107,36023959
101166544,108,36023960
101166544,109,36023961
101166544,110,36023962
101166544,111,36023963
101166544,112,36023964
101166544,113,36023965
101166544,114,36023966
101166544,99,36023951
101166557,100,36024016
101166557,101,36024017
101166557,102,36024018
101166557,103,36024019
101166557,104,36024020
101166557,105,36024021
101166557,106,36024022
101166557,107,36024023
101166557,108,36024024
101166557,109,36024025
101166557,110,36024026
101166557,111,36024027
101166557,112,36024028
101166557,113,36024029
101166557,114,36024030
101166557,99,36024015
101166601,100,36024112
101166601,101,36024113
101166601,102,36024114
101166601,103,36024115
101166601,104,36024116
101166601,105,36024117
101166601,106,36024118
101166601,107,36024119
101166601,108,36024120
101166601,109,36024121
101166601,110,36024122
101166601,111,36024123
101166601,112,36024124
101166601,113,36024125
101166601,114,36024126
101166601,99,36024111
101186830,100,36026720
101186830,101,36026721
101186830,102,36026722
101186830,103,36026723
101186830,104,36026724
101186830,105,36026725
101186830,106,36026726
101186830,107,36026727
101186830,108,36026728
101186830,109,36026729
101186830,110,36026730
101186830,111,36026731
101186830,112,36026732
101186830,113,36026733
101186830,114,36026734
101186830,99,36026719
101186848,100,36026752
101186848,101,36026753
101186848,102,36026754
101186848,103,36026755
101186848,104,36026756
101186848,105,36026757
101186848,106,36026758
101186848,107,36026759
101186848,108,36026760
101186848,109,36026761
101186848,110,36026762
101186848,111,36026763
101186848,112,36026764
101186848,113,36026765
101186848,114,36026766
101186848,99,36026751
101186883,100,36026785
101186883,101,36026787
101186883,102,36026789
101186883,103,36026791
101186883,104,36026793
101186883,105,36026795
101186883,106,36026797
101186883,107,36026799
101186883,108,36026801
101186883,109,36026803
101186883,110,36026805
101186883,111,36026807
101186883,112,36026809
101186883,113,36026811
101186883,114,36026813
101186883,99,36026783
101186899,100,36026832
101186899,101,36026833
101186899,102,36026834
101186899,103,36026835
101186899,104,36026836
101186899,105,36026837
101186899,106,36026838
101186899,107,36026839
101186899,108,36026840
101186899,109,36026841
101186899,110,36026842
101186899,111,36026843
101186899,112,36026844
101186899,113,36026845
101186899,114,36026846
101186899,99,36026831
101187159,100,36024320
101187159,101,36024321
101187159,102,36024322
101187159,103,36024323
101187159,104,36024324
101187159,105,36024325
101187159,106,36024326
101187159,107,36024327
101187159,108,36024328
101187159,109,36024329
101187159,110,36024330
101187159,111,36024331
101187159,112,36024332
101187159,113,36024333
101187159,114,36024334
101187159,99,36024319
101187164,100,36024368
101187164,101,36024369
101187164,102,36024370
101187164,103,36024371
101187164,104,36024372
101187164,105,36024373
101187164,106,36024374
101187164,107,36024375
101187164,108,36024376
101187164,109,36024377
101187164,110,36024378
101187164,111,36024379
101187164,112,36024380
101187164,113,36024381
101187164,114,36024382
101187164,99,36024367
101187166,100,36024432
101187166,101,36024433
101187166,102,36024434
101187166,103,36024435
101187166,104,36024436
101187166,105,36024437
101187166,106,36024438
101187166,107,36024439
101187166,108,36024440
101187166,109,36024441
101187166,110,36024442
101187166,111,36024443
101187166,112,36024444
101187166,113,36024445
101187166,114,36024446
101187166,99,36024431
101187168,100,36024464
101187168,101,36024465
101187168,102,36024466
101187168,103,36024467
101187168,104,36024468
101187168,105,36024469
101187168,106,36024470
101187168,107,36024471
101187168,108,36024472
101187168,109,36024473
101187168,110,36024474
101187168,111,36024475
101187168,112,36024476
101187168,113,36024477
101187168,114,36024478
101187168,99,36024463
101187171,100,36024496
101187171,101,36024497
101187171,102,36024498
101187171,103,36024499
101187171,104,36024500
101187171,105,36024501
101187171,106,36024502
101187171,107,36024503
101187171,108,36024504
101187171,109,36024505
101187171,110,36024506
101187171,111,36024507
101187171,112,36024508
101187171,113,36024509
101187171,114,36024510
101187171,99,36024495
101187174,100,36024544
101187174,101,36024545
101187174,102,36024546
101187174,103,36024547
101187174,104,36024548
101187174,105,36024549
101187174,106,36024550
101187174,107,36024551
101187174,108,36024552
101187174,109,36024553
101187174,110,36024554
101187174,111,36024555
101187174,112,36024556
101187174,113,36024557
101187174,114,36024558
101187174,99,36024543
101217021,100,36024592
101217021,101,36024593
101217021,102,36024594
101217021,103,36024595
101217021,104,36024596
101217021,105,36024597
101217021,106,36024598
101217021,107,36024599
101217021,108,36024600
101217021,109,36024601
101217021,110,36024602
101217021,111,36024603
101217021,112,36024604
101217021,113,36024605
101217021,114,36024606
101217021,99,36024591
101228515,100,36023200
101228515,101,36023201
101228515,102,36023202
101228515,103,36023203
101228515,104,36023204
101228515,105,36023205
101228515,106,36023206
101228515,107,36023207
101228515,108,36023208
101228515,109,36023209
101228515,110,36023210
101228515,111,36023211
101228515,112,36023212
101228515,113,36023213
101228515,114,36023214
101228515,99,36023199
101228524,100,36023328
101228524,101,36023329
101228524,102,36023330
101228524,103,36023331
101228524,104,36023332
101228524,105,36023333
101228524,106,36023334
101228524,107,36023335
101228524,108,36023336
101228524,109,36023337
101228524,110,36023338
101228524,111,36023339
101228524,112,36023340
101228524,113,36023341
101228524,114,36023342
101228524,99,36023327
101237437,100,36024192
101237437,101,36024193
101237437,102,36024194
101237437,103,36024195
101237437,104,36024196
101237437,105,36024197
101237437,106,36024198
101237437,107,36024199
101237437,108,36024200
101237437,109,36024201
101237437,110,36024202
101237437,111,36024203
101237437,112,36024204
101237437,113,36024205
101237437,114,36024206
101237437,99,36024191
101237452,100,36024240
101237452,101,36024241
101237452,102,36024242
101237452,103,36024243
101237452,104,36024244
101237452,105,36024245
101237452,106,36024246
101237452,107,36024247
101237452,108,36024248
101237452,109,36024249
101237452,110,36024250
101237452,111,36024251
101237452,112,36024252
101237452,113,36024253
101237452,114,36024254
101237452,99,36024239
101237475,100,36023424
101237475,101,36023425
101237475,102,36023426
101237475,103,36023427
101237475,104,36023428
101237475,105,36023429
101237475,106,36023430
101237475,107,36023431
101237475,108,36023432
101237475,109,36023433
101237475,110,36023434
101237475,111,36023435
101237475,112,36023436
101237475,113,36023437
101237475,114,36023438
101237475,99,36023423
101237746,100,36023296
101237746,101,36023297
101237746,102,36023298
101237746,103,36023299
101237746,104,36023300
101237746,105,36023301
101237746,106,36023302
101237746,107,36023303
101237746,108,36023304
101237746,109,36023305
101237746,110,36023306
101237746,111,36023307
101237746,112,36023308
101237746,113,36023309
101237746,114,36023310
101237746,99,36023295
101237805,100,36024272
101237805,101,36024273
101237805,102,36024274
101237805,103,36024275
101237805,104,36024276
101237805,105,36024277
101237805,106,36024278
101237805,107,36024279
101237805,108,36024280
101237805,109,36024281
101237805,110,36024282
101237805,111,36024283
101237805,112,36024284
101237805,113,36024285
101237805,114,36024286
101237805,99,36024271
101237925,100,36023184
101237925,101,36023185
101237925,102,36023186
101237925,103,36023187
101237925,104,36023188
101237925,105,36023189
101237925,106,36023190
101237925,107,36023191
101237925,108,36023192
101237925,109,36023193
101237925,110,36023194
101237925,111,36023195
101237925,112,36023196
101237925,113,36023197
101237925,114,36023198
101237925,99,36023183
101237949,100,36022080
101237949,101,36022081
101237949,102,36022082
101237949,103,36022083
101237949,104,36022084
101237949,105,36022085
101237949,106,36022086
101237949,107,36022087
101237949,108,36022088
101237949,109,36022089
101237949,110,36022090
101237949,111,36022091
101237949,112,36022092
101237949,113,36022093
101237949,114,36022094
101237949,99,36022079
101237959,100,36023120
101237959,101,36023121
101237959,102,36023122
101237959,103,36023123
101237959,104,36023124
101237959,105,36023125
101237959,106,36023126
101237959,107,36023127
101237959,108,36023128
101237959,109,36023129
101237959,110,36023130
101237959,111,36023131
101237959,112,36023132
101237959,113,36023133
101237959,114,36023134
101237959,99,36023119
101248247,100,36022064
101248247,101,36022065
101248247,102,36022066
101248247,103,36022067
101248247,104,36022068
101248247,105,36022069
101248247,106,36022070
101248247,107,36022071
101248247,108,36022072
101248247,109,36022073
101248247,110,36022074
101248247,111,36022075
101248247,112,36022076
101248247,113,36022077
101248247,114,36022078
101248247,99,36022063
101249395,100,36023152
101249395,101,36023153
101249395,102,36023154
101249395,103,36023155
101249395,104,36023156
101249395,105,36023157
101249395,106,36023158
101249395,107,36023159
101249395,108,36023160
101249395,109,36023161
101249395,110,36023162
101249395,111,36023163
101249395,112,36023164
101249395,113,36023165
101249395,114,36023166
101249395,99,36023151
101254945,100,36022512
101254945,101,36022513
101254945,102,36022514
101254945,103,36022515
101254945,104,36022516
101254945,105,36022517
101254945,106,36022519
101254945,107,36022521
101254945,108,36022523
101254945,109,36022525
101254945,110,36022527
101254945,111,36022529
101254945,112,36022531
101254945,113,36022533
101254945,114,36022535
101254945,99,36022511
101274855,100,36026432
101274855,101,36026433
101274855,102,36026434
101274855,103,36026435
101274855,104,36026436
101274855,105,36026437
101274855,106,36026438
101274855,107,36026439
101274855,108,36026440
101274855,109,36026441
101274855,110,36026442
101274855,111,36026443
101274855,112,36026444
101274855,113,36026445
101274855,114,36026446
101274855,99,36026431
101274887,100,36026384
101274887,101,36026385
101274887,102,36026386
101274887,103,36026387
101274887,104,36026388
101274887,105,36026389
101274887,106,36026390
101274887,107,36026391
101274887,108,36026392
101274887,109,36026393
101274887,110,36026394
101274887,111,36026395
101274887,112,36026396
101274887,113,36026397
101274887,114,36026398
101274887,99,36026383
101279722,100,36022672
101279722,101,36022673
101279722,102,36022674
101279722,103,36022675
101279722,104,36022676
101279722,105,36022677
101279722,106,36022678
101279722,107,36022679
101279722,108,36022680
101279722,109,36022681
101279722,110,36022682
101279722,111,36022683
101279722,112,36022684
101279722,113,36022685
101279722,114,36022686
101279722,99,36022671
101279757,100,36022640
101279757,101,36022641
101279757,102,36022642
101279757,103,36022643
101279757,104,36022644
101279757,105,36022645
101279757,106,36022646
101279757,107,36022647
101279757,108,36022648
101279757,109,36022649
101279757,110,36022650
101279757,111,36022651
101279757,112,36022652
101279757,113,36022653
101279757,114,36022654
101279757,99,36022639
101279778,100,36022560
101279778,101,36022561
101279778,102,36022562
101279778,103,36022563
101279778,104,36022564
101279778,105,36022565
101279778,106,36022566
101279778,107,36022567
101279778,108,36022568
101279778,109,36022569
101279778,110,36022570
101279778,111,36022571
101279778,112,36022572
101279778,113,36022573
101279778,114,36022574
101279778,99,36022559
101303008,100,36023392
101303008,101,36023393
101303008,102,36023394
101303008,103,36023395
101303008,104,36023396
101303008,105,36023397
101303008,106,36023398
101303008,107,36023399
101303008,108,36023400
101303008,109,36023401
101303008,110,36023402
101303008,111,36023403
101303008,112,36023404
101303008,113,36023405
101303008,114,36023406
101303008,99,36023391
101303015,100,36023488
101303015,101,36023489
101303015,102,36023490
101303015,103,36023491
101303015,104,36023492
101303015,105,36023493
101303015,106,36023494
101303015,107,36023495
101303015,108,36023496
101303015,109,36023497
101303015,110,36023498
101303015,111,36023499
101303015,112,36023500
101303015,113,36023501
101303015,114,36023502
101303015,99,36023487
101365034,100,36032784
101365034,101,36032785
101365034,102,36032786
101365034,103,36032787
101365034,104,36032788
101365034,105,36032789
101365034,106,36032790
101365034,107,36032791
101365034,108,36032792
101365034,109,36032793
101365034,110,36032794
101365034,111,36032795
101365034,112,36032796
101365034,113,36032797
101365034,114,36032798
101365034,99,36032783
101365095,100,36032336
101365095,101,36032337
101365095,102,36032338
101365095,103,36032339
101365095,104,36032340
101365095,105,36032341
101365095,106,36032342
101365095,107,36032343
101365095,108,36032344
101365095,109,36032345
101365095,110,36032346
101365095,111,36032347
101365095,112,36032348
101365095,113,36032349
101365095,114,36032350
101365095,99,36032335
101365758,100,36032112
101365758,101,36032113
101365758,102,36032114
101365758,103,36032115
101365758,104,36032116
101365758,105,36032117
101365758,106,36032118
101365758,107,36032119
101365758,108,36032120
101365758,109,36032121
101365758,110,36032122
101365758,111,36032123
101365758,112,36032124
101365758,113,36032125
101365758,114,36032126
101365758,99,36032111
101365829,100,36032384
101365829,101,36032385
101365829,102,36032386
101365829,103,36032387
101365829,104,36032388
101365829,105,36032389
101365829,106,36032390
101365829,107,36032391
101365829,108,36032392
101365829,109,36032393
101365829,110,36032394
101365829,111,36032395
101365829,112,36032396
101365829,113,36032397
101365829,114,36032398
101365829,99,36032383
101365991,100,36032048
101365991,101,36032049
101365991,102,36032050
101365991,103,36032051
101365991,104,36032052
101365991,105,36032053
101365991,106,36032054
101365991,107,36032055
101365991,108,36032056
101365991,109,36032057
101365991,110,36032058
101365991,111,36032059
101365991,112,36032060
101365991,113,36032061
101365991,114,36032062
101365991,99,36032047
101366113,100,36032736
101366113,101,36032737
101366113,102,36032738
101366113,103,36032739
101366113,104,36032740
101366113,105,36032741
101366113,106,36032742
101366113,107,36032743
101366113,108,36032744
101366113,109,36032745
101366113,110,36032746
101366113,111,36032747
101366113,112,36032748
101366113,113,36032749
101366113,114,36032750
101366113,99,36032735
106998425,100,36033712
106998425,101,36033713
106998425,102,36033714
106998425,103,36033715
106998425,104,36033716
106998425,105,36033717
106998425,106,36033718
106998425,107,36033719
106998425,108,36033720
106998425,109,36033721
106998425,110,36033722
106998425,111,36033723
106998425,112,36033724
106998425,113,36033725
106998425,114,36033726
106998425,99,36033711
107073498,100,36034160
107073498,101,36034161
107073498,102,36034162
107073498,103,36034163
107073498,104,36034164
107073498,105,36034165
107073498,106,36034166
107073498,107,36034167
107073498,108,36034168
107073498,109,36034169
107073498,110,36034170
107073498,111,36034171
107073498,112,36034172
107073498,113,36034173
107073498,114,36034174
107073498,99,36034159
112813514,100,36023792
112813514,101,36023793
112813514,102,36023794
112813514,103,36023795
112813514,104,36023796
112813514,105,36023797
112813514,106,36023798
112813514,107,36023799
112813514,108,36023800
112813514,109,36023801
112813514,110,36023802
112813514,111,36023803
112813514,112,36023804
112813514,113,36023805
112813514,114,36023806
112813514,99,36023791
113318428,100,35655369
113318428,101,35655370
113318428,102,35655371
113318428,103,35655372
113318428,104,35655373
113318428,105,35655374
113318428,106,35655375
113318428,107,35655376
113318428,108,35655377
113318428,109,35655378
113318428,110,35655379
113318428,111,35655380
113318428,112,35655381
113318428,113,35655382
113318428,114,35655383
113318428,99,35655368
114191082,101,35650040
119658789,100,36027328
119658789,101,36027329
119658789,102,36027330
119658789,103,36027331
119658789,104,36027332
119658789,105,36027333
119658789,106,36027334
119658789,107,36027335
119658789,108,36027336
119658789,109,36027337
119658789,110,36027338
119658789,111,36027339
119658789,112,36027340
119658789,113,36027341
119658789,114,36027342
119658789,99,36027327
119658795,100,36027424
119658795,101,36027425
119658795,102,36027426
119658795,103,36027427
119658795,104,36027428
119658795,105,36027429
119658795,106,36027430
119658795,107,36027431
119658795,108,36027432
119658795,109,36027433
119658795,110,36027434
119658795,111,36027435
119658795,112,36027436
119658795,113,36027437
119658795,114,36027438
119658795,99,36027423
119658796,100,36027440
119658796,101,36027441
119658796,102,36027442
119658796,103,36027443
119658796,104,36027444
119658796,105,36027445
119658796,106,36027446
119658796,107,36027447
119658796,108,36027448
119658796,109,36027449
119658796,110,36027450
119658796,111,36027451
119658796,112,36027452
119658796,113,36027453
119658796,114,36027454
119658796,99,36027439
119658797,100,36027456
119658797,101,36027457
119658797,102,36027458
119658797,103,36027459
119658797,104,36027460
119658797,105,36027461
119658797,106,36027462
119658797,107,36027463
119658797,108,36027464
119658797,109,36027465
119658797,110,36027466
119658797,111,36027467
119658797,112,36027468
119658797,113,36027469
119658797,114,36027470
119658797,99,36027455
119658799,100,36027488
119658799,101,36027489
119658799,102,36027490
119658799,103,36027491
119658799,104,36027492
119658799,105,36027493
119658799,106,36027494
119658799,107,36027495
119658799,108,36027496
119658799,109,36027497
119658799,110,36027498
119658799,111,36027499
119658799,112,36027500
119658799,113,36027501
119658799,114,36027502
119658799,99,36027487
119658800,100,36027520
119658800,101,36027521
119658800,102,36027522
119658800,103,36027523
119658800,104,36027524
119658800,105,36027525
119658800,106,36027526
119658800,107,36027527
119658800,108,36027528
119658800,109,36027529
119658800,110,36027530
119658800,111,36027531
119658800,112,36027532
119658800,113,36027533
119658800,114,36027534
119658800,99,36027519
119658808,100,36027632
119658808,101,36027633
119658808,102,36027634
119658808,103,36027635
119658808,104,36027636
119658808,105,36027637
119658808,106,36027638
119658808,107,36027639
119658808,108,36027640
119658808,109,36027641
119658808,110,36027642
119658808,111,36027643
119658808,112,36027644
119658808,113,36027645
119658808,114,36027646
119658808,99,36027631
119658811,100,36027696
119658811,101,36027697
119658811,102,36027698
119658811,103,36027699
119658811,104,36027700
119658811,105,36027701
119658811,106,36027702
119658811,107,36027703
119658811,108,36027704
119658811,109,36027705
119658811,110,36027706
119658811,111,36027707
119658811,112,36027708
119658811,113,36027709
119658811,114,36027710
119658811,99,36027695
119658814,100,36027728
119658814,101,36027729
119658814,102,36027730
119658814,103,36027731
119658814,104,36027732
119658814,105,36027733
119658814,106,36027734
119658814,107,36027735
119658814,108,36027736
119658814,109,36027737
119658814,110,36027738
119658814,111,36027739
119658814,112,36027740
119658814,113,36027741
119658814,114,36027742
119658814,99,36027727
119658821,100,36027840
119658821,101,36027841
119658821,102,36027842
119658821,103,36027843
119658821,104,36027844
119658821,105,36027845
119658821,106,36027846
119658821,107,36027847
119658821,108,36027848
119658821,109,36027849
119658821,110,36027850
119658821,111,36027851
119658821,112,36027852
119658821,113,36027853
119658821,114,36027854
119658821,99,36027839
119658822,100,36027856
119658822,101,36027857
119658822,102,36027858
119658822,103,36027859
119658822,104,36027860
119658822,105,36027861
119658822,106,36027862
119658822,107,36027863
119658822,108,36027864
119658822,109,36027865
119658822,110,36027866
119658822,111,36027867
119658822,112,36027868
119658822,113,36027869
119658822,114,36027870
119658822,99,36027855
119658823,100,36027872
119658823,101,36027873
119658823,102,36027874
119658823,103,36027875
119658823,104,36027876
119658823,105,36027877
119658823,106,36027878
119658823,107,36027879
119658823,108,36027880
119658823,109,36027881
119658823,110,36027882
119658823,111,36027883
119658823,112,36027884
119658823,113,36027885
119658823,114,36027886
119658823,99,36027871
119658824,100,36027901
119658824,101,36027903
119658824,102,36027905
119658824,103,36027907
119658824,104,36027908
119658824,105,36027909
119658824,106,36027910
119658824,107,36027911
119658824,108,36027912
119658824,109,36027913
119658824,110,36027914
119658824,111,36027915
119658824,112,36027916
119658824,113,36027917
119658824,114,36027918
119658824,99,36027899
119658825,100,36027888
119658825,101,36027889
119658825,102,36027890
119658825,103,36027891
119658825,104,36027892
119658825,105,36027893
119658825,106,36027894
119658825,107,36027895
119658825,108,36027896
119658825,109,36027897
119658825,110,36027898
119658825,111,36027900
119658825,112,36027902
119658825,113,36027904
119658825,114,36027906
119658825,99,36027887
119658828,100,36027952
119658828,101,36027953
119658828,102,36027954
119658828,103,36027955
119658828,104,36027956
119658828,105,36027957
119658828,106,36027958
119658828,107,36027959
119658828,108,36027960
119658828,109,36027961
119658828,110,36027962
119658828,111,36027963
119658828,112,36027964
119658828,113,36027965
119658828,114,36027966
119658828,99,36027951
119661796,100,36022032
119661796,101,36022033
119661796,102,36022034
119661796,103,36022035
119661796,104,36022036
119661796,105,36022037
119661796,106,36022038
119661796,107,36022039
119661796,108,36022040
119661796,109,36022041
119661796,110,36022042
119661796,111,36022043
119661796,112,36022044
119661796,113,36022045
119661796,114,36022046
119661796,99,36022031
121258770,100,36025376
121258770,101,36025377
121258770,102,36025378
121258770,103,36025379
121258770,104,36025380
121258770,105,36025381
121258770,106,36025382
121258770,107,36025383
121258770,108,36025384
121258770,109,36025385
121258770,110,36025386
121258770,111,36025387
121258770,112,36025388
121258770,113,36025389
121258770,114,36025390
121258770,99,36025375
123113454,100,36023552
123113454,101,36023553
123113454,102,36023554
123113454,103,36023555
123113454,104,36023556
123113454,105,36023557
123113454,106,36023558
123113454,107,36023559
123113454,108,36023560
123113454,109,36023561
123113454,110,36023562
123113454,111,36023563
123113454,112,36023564
123113454,113,36023565
123113454,114,36023566
123113454,99,36023551
123783369,100,36022160
123783369,101,36022161
123783369,102,36022162
123783369,103,36022163
123783369,104,36022164
123783369,105,36022165
123783369,106,36022166
123783369,107,36022167
123783369,108,36022168
123783369,109,36022169
123783369,110,36022170
123783369,111,36022171
123783369,112,36022172
123783369,113,36022173
123783369,114,36022174
123783369,99,36022159
123783385,100,36025072
123783385,101,36025073
123783385,102,36025074
123783385,103,36025075
123783385,104,36025076
123783385,105,36025077
123783385,106,36025078
123783385,107,36025079
123783385,108,36025080
123783385,109,36025081
123783385,110,36025082
123783385,111,36025083
123783385,112,36025084
123783385,113,36025085
123783385,114,36025086
123783385,99,36025071
123784350,100,36024752
123784350,101,36024753
123784350,102,36024754
123784350,103,36024755
123784350,104,36024756
123784350,105,36024757
123784350,106,36024758
123784350,107,36024759
123784350,108,36024760
123784350,109,36024761
123784350,110,36024762
123784350,111,36024763
123784350,112,36024764
123784350,113,36024765
123784350,114,36024766
123784350,99,36024751
123784351,100,36024720
123784351,101,36024721
123784351,102,36024722
123784351,103,36024723
123784351,104,36024724
123784351,105,36024725
123784351,106,36024726
123784351,107,36024727
123784351,108,36024728
123784351,109,36024729
123784351,110,36024730
123784351,111,36024731
123784351,112,36024732
123784351,113,36024733
123784351,114,36024734
123784351,99,36024719
123784352,100,36024704
123784352,101,36024705
123784352,102,36024706
123784352,103,36024707
123784352,104,36024708
123784352,105,36024709
123784352,106,36024710
123784352,107,36024711
123784352,108,36024712
123784352,109,36024713
123784352,110,36024714
123784352,111,36024715
123784352,112,36024716
123784352,113,36024717
123784352,114,36024718
123784352,99,36024703
123784391,100,36025008
123784391,101,36025009
123784391,102,36025010
123784391,103,36025011
123784391,104,36025012
123784391,105,36025013
123784391,106,36025014
123784391,107,36025015
123784391,108,36025016
123784391,109,36025017
123784391,110,36025018
123784391,111,36025019
123784391,112,36025020
123784391,113,36025021
123784391,114,36025022
123784391,99,36025007
123784392,100,36025056
123784392,101,36025057
123784392,102,36025058
123784392,103,36025059
123784392,104,36025060
123784392,105,36025061
123784392,106,36025062
123784392,107,36025063
123784392,108,36025064
123784392,109,36025065
123784392,110,36025066
123784392,111,36025067
123784392,112,36025068
123784392,113,36025069
123784392,114,36025070
123784392,99,36025055
123784393,100,36024848
123784393,101,36024849
123784393,102,36024850
123784393,103,36024851
123784393,104,36024852
123784393,105,36024853
123784393,106,36024854
123784393,107,36024855
123784393,108,36024856
123784393,109,36024857
123784393,110,36024858
123784393,111,36024859
123784393,112,36024860
123784393,113,36024861
123784393,114,36024862
123784393,99,36024847
123784395,100,36024832
123784395,101,36024833
123784395,102,36024834
123784395,103,36024835
123784395,104,36024836
123784395,105,36024837
123784395,106,36024838
123784395,107,36024839
123784395,108,36024840
123784395,109,36024841
123784395,110,36024842
123784395,111,36024843
123784395,112,36024844
123784395,113,36024845
123784395,114,36024846
123784395,99,36024831
123784420,100,36024864
123784420,101,36024865
123784420,102,36024866
123784420,103,36024867
123784420,104,36024868
123784420,105,36024869
123784420,106,36024870
123784420,107,36024871
123784420,108,36024872
123784420,109,36024873
123784420,110,36024874
123784420,111,36024875
123784420,112,36024876
123784420,113,36024877
123784420,114,36024878
123784420,99,36024863
123784421,100,36024944
123784421,101,36024945
123784421,102,36024946
123784421,103,36024947
123784421,104,36024948
123784421,105,36024949
123784421,106,36024950
123784421,107,36024951
123784421,108,36024952
123784421,109,36024953
123784421,110,36024954
123784421,111,36024955
123784421,112,36024956
123784421,113,36024957
123784421,114,36024958
123784421,99,36024943
123785380,100,36025184
123785380,101,36025185
123785380,102,36025186
123785380,103,36025187
123785380,104,36025188
123785380,105,36025189
123785380,106,36025190
123785380,107,36025191
123785380,108,36025192
123785380,109,36025193
123785380,110,36025194
123785380,111,36025195
123785380,112,36025196
123785380,113,36025197
123785380,114,36025198
123785380,99,36025183
123785382,100,36025216
123785382,101,36025217
123785382,102,36025218
123785382,103,36025219
123785382,104,36025220
123785382,105,36025221
123785382,106,36025222
123785382,107,36025223
123785382,108,36025224
123785382,109,36025225
123785382,110,36025226
123785382,111,36025227
123785382,112,36025228
123785382,113,36025229
123785382,114,36025230
123785382,99,36025215
123785383,100,36025200
123785383,101,36025201
123785383,102,36025202
123785383,103,36025203
123785383,104,36025204
123785383,105,36025205
123785383,106,36025206
123785383,107,36025207
123785383,108,36025208
123785383,109,36025209
123785383,110,36025210
123785383,111,36025211
123785383,112,36025212
123785383,113,36025213
123785383,114,36025214
123785383,99,36025199
123785384,100,36025264
123785384,101,36025265
123785384,102,36025266
123785384,103,36025267
123785384,104,36025268
123785384,105,36025269
123785384,106,36025270
123785384,107,36025271
123785384,108,36025272
123785384,109,36025273
123785384,110,36025274
123785384,111,36025275
123785384,112,36025276
123785384,113,36025277
123785384,114,36025278
123785384,99,36025263
123785401,100,36025024
123785401,101,36025025
123785401,102,36025026
123785401,103,36025027
123785401,104,36025028
123785401,105,36025029
123785401,106,36025030
123785401,107,36025031
123785401,108,36025032
123785401,109,36025033
123785401,110,36025034
123785401,111,36025035
123785401,112,36025036
123785401,113,36025037
123785401,114,36025038
123785401,99,36025023
123785414,100,36025120
123785414,101,36025121
123785414,102,36025122
123785414,103,36025123
123785414,104,36025124
123785414,105,36025125
123785414,106,36025126
123785414,107,36025127
123785414,108,36025128
123785414,109,36025129
123785414,110,36025130
123785414,111,36025131
123785414,112,36025132
123785414,113,36025133
123785414,114,36025134
123785414,99,36025119
125713621,100,36023616
125713621,101,36023617
125713621,102,36023618
125713621,103,36023619
125713621,104,36023620
125713621,105,36023621
125713621,106,36023622
125713621,107,36023623
125713621,108,36023624
125713621,109,36023625
125713621,110,36023626
125713621,111,36023627
125713621,112,36023628
125713621,113,36023629
125713621,114,36023630
125713621,99,36023615
126328747,100,36024640
126328747,101,36024641
126328747,102,36024642
126328747,103,36024643
126328747,104,36024644
126328747,105,36024645
126328747,106,36024646
126328747,107,36024647
126328747,108,36024648
126328747,109,36024649
126328747,110,36024650
126328747,111,36024651
126328747,112,36024652
126328747,113,36024653
126328747,114,36024654
126328747,99,36024639
126328751,100,36024656
126328751,101,36024657
126328751,102,36024658
126328751,103,36024659
126328751,104,36024660
126328751,105,36024661
126328751,106,36024662
126328751,107,36024663
126328751,108,36024664
126328751,109,36024665
126328751,110,36024666
126328751,111,36024667
126328751,112,36024668
126328751,113,36024669
126328751,114,36024670
126328751,99,36024655
130599227,100,36022128
130599227,101,36022129
130599227,102,36022130
130599227,103,36022131
130599227,104,36022132
130599227,105,36022133
130599227,106,36022134
130599227,107,36022135
130599227,108,36022136
130599227,109,36022137
130599227,110,36022138
130599227,111,36022139
130599227,112,36022140
130599227,113,36022141
130599227,114,36022142
130599227,99,36022127
133444472,100,36021975
133444472,101,36021979
133444472,102,36021983
133444472,103,36021987
133444472,104,36021991
133444472,105,36021995
133444472,106,36021999
133444472,107,36022003
133444472,108,36022007
133444472,109,36022011
133444472,110,36022015
133444472,111,36022019
133444472,112,36022023
133444472,113,36022027
133444472,114,36022029
133444472,99,36021971
133694510,100,36021969
133694510,101,36021972
133694510,102,36021976
133694510,103,36021980
133694510,104,36021984
133694510,105,36021988
133694510,106,36021992
133694510,107,36021996
133694510,108,36022000
133694510,109,36022004
133694510,110,36022008
133694510,111,36022012
133694510,112,36022016
133694510,113,36022020
