OptionID,DespatchMonth,PartnerID,Store_Name,DC,StoreID,SalesOrder,SalesOrdtype,CancelId,CancelDate,Units_by_size,Error_desc,Buying_Group,Business_Model_Name,OrderRowCode,OriginalErrorDate,Assigned_Team,Brand_Code,OB_Name,OB_Tab_Name
105383649,01-MAR-23,30076,AY-GERMANY,,,PB44PJAX,WH,,,W25L32:3|W26L32:6|W28L32:15|W30L32:14|W32L32:10|W34L32:1|W36L32:0|W26L30:9|W28L30:16|W30L30:13|W32L30:4|W34L30:1|W36L30:2|W24L30:0|W24L32:0|W25L30:6|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 105384075 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#PB44PJ,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
105468911,01-FEB-23,30029,The Iconic,,,EXED2YIC,MCO,,,W25L32:0|W26L32:0|W28L32:0|W30L32:0|W32L32:0|W34L32:0|W36L32:0|W26L30:113|W26L34:0|W28L30:90|W28L34:0|W30L30:25|W30L34:0|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:31|W24L32:0|W24L34:0|W25L30:13|W25L34:0|W31L30:13|W33L30:6,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#EXED2Y,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
107248372,01-FEB-23,30045,Yoox,,,Z8CME6YX,WH,,,W28L32:15|W30L32:20|W32L32:30|W34L32:20|W36L32:15,Not enough stock for the item: 107253515 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TM,Topman,#Z8CME6,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Jeans
107543626,01-FEB-23,30045,Yoox,,,MNCM7XYX,WH,,,W28L32:8|W30L32:10|W32L32:14|W34L32:10|W36L32:8,Not enough stock for the item: 107543964 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TM,Topman,#MNCM7X,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Jeans
108028367,01-FEB-23,30022,Namshi,,,MNYDPDNM,MCO,,,W25L32:4|W26L32:5|W28L32:4|W30L32:3|W32L32:1|W34L32:0|W36L32:0|W26L30:4|W26L34:5|W28L30:3|W28L34:4|W30L30:2|W30L34:3|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:4|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#MNYDPD,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108028367,01-FEB-23,30065,Dafiti Chile,,,MNYDPDDA,MCO,,,W25L32:5|W26L32:11|W28L32:11|W30L32:5|W32L32:1|W34L32:0|W36L32:0|W26L30:11|W26L34:0|W28L30:11|W28L34:0|W30L30:5|W30L34:0|W32L30:2|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:0|W25L30:6|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#MNYDPD,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108028369,01-FEB-23,30022,Namshi,,,N67DX2NM,MCO,,,W25L32:3|W26L32:4|W28L32:3|W30L32:2|W32L32:1|W34L32:0|W36L32:0|W26L30:3|W26L34:4|W28L30:2|W28L34:3|W30L30:2|W30L34:2|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:3|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#N67DX2,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108028369,01-FEB-23,30029,The Iconic,,,N67DX2IC,MCO,,,W25L32:11|W26L32:14|W28L32:37|W30L32:13|W32L32:5|W34L32:4|W36L32:4|W26L30:72|W26L34:7|W28L30:56|W28L34:4|W30L30:30|W30L34:4|W32L30:16|W32L34:4|W34L30:12|W34L34:7|W36L30:9|W36L34:4|W24L30:11|W24L32:7|W24L34:4|W25L30:15|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#N67DX2,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30025,Nordstrom DIR East,,,BM8894NI,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30026,Nordstrom FLS,,,BM8894NF,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30027,Nordstrom RSW,,,BM8894NR,MCO,,,W25L32:484|W26L32:750|W28L32:668|W30L32:369|W32L32:139|W34L32:21|W24L32:90|W27L32:787|W29L32:529|W31L32:234|W33L32:29,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30068,Nordstrom Canada RSW,,,BM8894NC,MCO,,,W25L32:42|W26L32:66|W28L32:59|W30L32:32|W32L32:13|W34L32:2|W24L32:8|W27L32:69|W29L32:47|W31L32:20|W33L32:2,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108048494,01-FEB-23,30072,Nordstrom DIR West,,,BM8894NJ,MCO,,,W24L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BM8894,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108354542,01-FEB-23,30022,Namshi,,,RD7ZATNM,MCO,,,W25L32:3|W26L32:4|W28L32:3|W30L32:2|W32L32:1|W34L32:0|W36L32:0|W26L30:3|W26L34:4|W28L30:2|W28L34:3|W30L30:2|W30L34:2|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:3|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#RD7ZAT,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108354542,01-FEB-23,30047,Zalora,,,RD7ZATZR,MCO,,,W25L32:1|W26L32:5|W28L32:8|W30L32:5|W32L32:2|W34L32:1|W36L32:0|W26L30:9|W26L34:0|W28L30:15|W28L34:0|W30L30:9|W30L34:0|W32L30:8|W32L34:0|W34L30:2|W34L34:0|W36L30:2|W36L34:0|W24L30:1|W24L32:0|W24L34:0|W25L30:2|W25L34:0|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#RD7ZAT,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108354542,01-FEB-23,30065,Dafiti Chile,,,RD7ZATDA,MCO,,,W25L32:4|W26L32:8|W28L32:8|W30L32:4|W32L32:1|W34L32:0|W36L32:0|W26L30:8|W26L34:0|W28L30:7|W28L34:0|W30L30:3|W30L34:0|W32L30:1|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:0|W25L30:4|W25L34:0|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#RD7ZAT,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
108354542,01-MAR-23,30076,AY-GERMANY,,,RE04OCAX,WH,,,W25L32:8|W26L32:15|W28L32:38|W30L32:34|W32L32:24|W34L32:2|W36L32:5|W26L30:23|W28L30:39|W30L30:31|W32L30:9|W34L30:2|W36L30:4|W24L30:1|W24L32:0|W25L30:15|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 108358415 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#RE04OC,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008790,01-FEB-23,30022,Namshi,,,18YZAGNM,MCO,,,W25L32:3|W26L32:4|W28L32:3|W30L32:2|W32L32:1|W34L32:0|W36L32:0|W26L30:3|W26L34:4|W28L30:2|W28L34:3|W30L30:2|W30L34:2|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:3|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#18YZAG,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008790,01-FEB-23,30029,The Iconic,,,18YZAGIC,MCO,,,W25L32:7|W26L32:9|W28L32:22|W30L32:8|W32L32:3|W34L32:2|W36L32:2|W26L30:44|W26L34:4|W28L30:34|W28L34:2|W30L30:19|W30L34:2|W32L30:10|W32L34:2|W34L30:7|W34L34:4|W36L30:6|W36L34:2|W24L30:7|W24L32:4|W24L34:2|W25L30:9|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#18YZAG,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008790,01-FEB-23,30047,Zalora,,,18YZAGZR,MCO,,,W25L32:2|W26L32:3|W28L32:5|W30L32:4|W32L32:0|W34L32:0|W36L32:0|W26L30:15|W26L34:0|W28L30:13|W28L34:0|W30L30:8|W30L34:0|W32L30:2|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:2|W24L32:1|W24L34:0|W25L30:5|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#18YZAG,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008793,01-FEB-23,30022,Namshi,,,BMEDVTNM,MCO,,,W25L32:3|W26L32:4|W28L32:3|W30L32:2|W32L32:1|W34L32:0|W36L32:0|W26L30:3|W26L34:4|W28L30:2|W28L34:3|W30L30:2|W30L34:2|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:3|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BMEDVT,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008793,01-FEB-23,30029,The Iconic,,,BMEDVTIC,MCO,,,W25L32:13|W26L32:17|W28L32:44|W30L32:15|W32L32:6|W34L32:5|W36L32:5|W26L30:87|W26L34:8|W28L30:65|W28L34:5|W30L30:36|W30L34:5|W32L30:19|W32L34:5|W34L30:15|W34L34:8|W36L30:11|W36L34:5|W24L30:13|W24L32:8|W24L34:5|W25L30:17|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#BMEDVT,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
109008794,01-FEB-23,30022,Namshi,,,8U7ZNONM,MCO,,,W25L32:2|W26L32:3|W28L32:2|W30L32:2|W32L32:0|W34L32:0|W36L32:0|W26L30:3|W26L34:3|W28L30:2|W28L34:2|W30L30:2|W30L34:2|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:2|W25L34:2|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#8U7ZNO,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
110653510,01-FEB-23,30022,Namshi,,,IQXCYNNM,MCO,,,W25L32:2|W26L32:3|W28L32:2|W30L32:2|W32L32:0|W34L32:0|W36L32:0|W26L30:3|W26L34:3|W28L30:2|W28L34:2|W30L30:2|W30L34:2|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:2|W25L34:2|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXCYN,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
110653510,01-FEB-23,30045,Yoox,,,IQXCYNYX,MCO,,,W25L32:2|W26L32:5|W28L32:6|W30L32:4|W32L32:2|W34L32:0|W36L32:0|W26L30:5|W26L34:5|W28L30:6|W28L34:6|W30L30:4|W30L34:4|W32L30:2|W32L34:2|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:2|W25L34:2|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXCYN,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
110683348,01-APR-23,30076,AY-GERMANY,,,FO2KP3AX,MCO,,,W28L32:15|W30L32:20|W32L32:30|W34L32:20|W36L32:15,Could not find SKU 110683418 size W28L32 on Supplier PO 500025272595 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Casual Trousers TM,Topman,#FO2KP3,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Casual Trousers
110683349,01-MAR-23,30076,AY-GERMANY,,,QB4KPTAX,MCO,,,W28L32:15|W30L32:20|W32L32:30|W34L32:20|W36L32:15,Could not find SKU 110683435 size W28L32 on Supplier PO 500025272596 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Casual Trousers TM,Topman,#QB4KPT,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Casual Trousers
111036913,01-FEB-23,30029,The Iconic,,,2C7DQ8IC,MCO,,,W25L32:9|W26L32:12|W28L32:32|W30L32:11|W32L32:5|W34L32:3|W36L32:3|W26L30:63|W26L34:6|W28L30:48|W28L34:3|W30L30:26|W30L34:3|W32L30:14|W32L34:3|W34L30:11|W34L34:6|W36L30:8|W36L34:3|W24L30:9|W24L32:6|W24L34:3|W25L30:13|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#2C7DQ8,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
111036914,01-MAR-23,30076,AY-GERMANY,,,EX2476AX,WH,,,W25L32:3|W26L32:6|W28L32:15|W30L32:14|W32L32:10|W34L32:1|W36L32:0|W26L30:9|W28L30:16|W30L30:13|W32L30:4|W34L30:1|W36L30:2|W24L30:0|W24L32:0|W25L30:6|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 111037194 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#EX2476,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113313487,01-MAR-23,30076,AY-GERMANY,,,36H4P4AX,WH,,,W25L32:4|W26L32:7|W28L32:18|W30L32:16|W32L32:11|W34L32:2|W36L32:3|W26L30:11|W28L30:19|W30L30:15|W32L30:4|W34L30:1|W36L30:2|W24L30:0|W24L32:0|W25L30:7|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 113333488 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#36H4P4,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113480056,01-FEB-23,30022,Namshi,,,IQXZANNM,MCO,,,W25L32:3|W26L32:4|W28L32:3|W30L32:2|W32L32:1|W34L32:0|W36L32:0|W26L30:3|W26L34:4|W28L30:2|W28L34:3|W30L30:2|W30L34:2|W32L30:1|W32L34:1|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:3|W25L34:3|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXZAN,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113480056,01-FEB-23,30045,Yoox,,,IQXZANYX,MCO,,,W25L32:2|W26L32:5|W28L32:6|W30L32:4|W32L32:2|W34L32:0|W36L32:0|W26L30:5|W26L34:5|W28L30:6|W28L34:6|W30L30:4|W30L34:4|W32L30:2|W32L34:2|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:1|W24L32:1|W24L34:1|W25L30:2|W25L34:2|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXZAN,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113480056,01-FEB-23,30065,Dafiti Chile,,,IQXZANDA,MCO,,,W25L32:6|W26L32:13|W28L32:13|W30L32:6|W32L32:1|W26L30:13|W28L30:13|W30L30:5|W32L30:2|W34L30:0|W36L30:0|W24L30:1|W24L32:1|W25L30:6|W31L30:0|W33L30:0,Could not find Supplier PO for the wholesale Order Row Code - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXZAN,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113494423,01-MAR-23,30076,AY-GERMANY,,,1UH4OJAX,WH,,,W25L32:8|W26L32:15|W28L32:38|W30L32:34|W32L32:24|W34L32:2|W36L32:5|W26L30:23|W28L30:39|W30L30:31|W32L30:9|W34L30:2|W36L30:4|W24L30:1|W24L32:0|W25L30:15|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 113500519 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#1UH4OJ,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113499371,01-FEB-23,30029,The Iconic,,,IQXD2EIC,MCO,,,W25L32:0|W26L32:0|W28L32:0|W30L32:0|W32L32:0|W34L32:0|W36L32:0|W26L30:117|W26L34:0|W28L30:93|W28L34:0|W30L30:26|W30L34:0|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:32|W24L32:0|W24L34:0|W25L30:13|W25L34:0|W31L30:13|W33L30:6,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXD2E,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113499371,01-FEB-23,30047,Zalora,,,IQXD2EZR,MCO,,,W25L32:0|W26L32:0|W28L32:0|W30L32:0|W32L32:0|W34L32:0|W36L32:0|W26L30:23|W26L34:0|W28L30:38|W28L34:0|W30L30:21|W30L34:0|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:6|W24L32:0|W24L34:0|W25L30:19|W25L34:0|W31L30:6|W33L30:1,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#IQXD2E,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
113528698,01-MAR-23,30076,AY-GERMANY,,,FO24D0AX,WH,,,W25L32:4|W26L32:7|W28L32:18|W30L32:16|W32L32:11|W34L32:2|W36L32:3|W26L30:11|W28L30:19|W30L30:15|W32L30:4|W34L30:1|W36L30:2|W24L30:0|W24L32:0|W25L30:7|W27L30:0|W27L32:0|W29L30:0|W29L32:0|W31L30:0|W31L32:0|W33L30:0|W33L32:0,Not enough stock for the item: 113529026 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#FO24D0,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
114603914,01-FEB-23,30022,Namshi,,,WOEZ2DNM,MCO,,,W25L32:0|W26L32:0|W28L32:0|W30L32:0|W32L32:0|W34L32:0|W36L32:0|W26L30:0|W26L34:0|W28L30:0|W28L34:0|W30L30:0|W30L34:0|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:0|W24L32:0|W24L34:0|W25L30:0|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#WOEZ2D,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
114603914,01-FEB-23,30047,Zalora,,,WOEZ2DZR,MCO,,,W25L32:0|W26L32:0|W28L32:0|W30L32:0|W32L32:0|W34L32:0|W36L32:0|W26L30:0|W26L34:0|W28L30:0|W28L34:0|W30L30:0|W30L34:0|W32L30:0|W32L34:0|W34L30:0|W34L34:0|W36L30:0|W36L34:0|W24L30:0|W24L32:0|W24L34:0|W25L30:0|W25L34:0|W31L30:0|W33L30:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Denim TS,Topshop,#WOEZ2D,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
114685753,01-APR-23,30047,Zalora,,,HDHIJHZR,MCO,,,L:4|M:14|S:13|XL:3|XS:6,Could not find SKU 114685760 size XS on Supplier PO 500024657485 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Outerwear TM,Topman,#HDHIJH,03-APR-23,Commercial Team,TM,Shirts Jackets Knits,Coats & Jackets
114766413,01-MAR-23,30029,The Iconic,,,HDZEAHIC,WH,,,L:20|M:12|S:6|XL:9|2XL:3,Not enough stock for the item: 114766419 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Outerwear TM,Topman,#HDZEAH,03-APR-23,Commercial Team,TM,Shirts Jackets Knits,Coats & Jackets
114766413,01-MAR-23,30047,Zalora,,,HDZEAHZR,WH,,,L:4|M:17|S:17|XL:4|XS:8,Not enough stock for the item: 114766419 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Outerwear TM,Topman,#HDZEAH,03-APR-23,Commercial Team,TM,Shirts Jackets Knits,Coats & Jackets
114766414,01-MAR-23,30029,The Iconic,,,A6ZENIIC,MCO,13,06-JAN-23,L:0|M:0|S:0|XL:0|2XL:0,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Outerwear TM,Topman,#A6ZENI,03-APR-23,Commercial Team,TM,Shirts Jackets Knits,Coats & Jackets
114766414,01-APR-23,30076,AY-GERMANY,,,ZUH1KVAX,MCO,,,L:15|M:17|S:8|XL:7|XS:3|2XL:0,Receipt exists for the Supplier PO; cannot create new Sales Order. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Outerwear TM,Topman,#ZUH1KV,03-APR-23,Commercial Team,TM,Shirts Jackets Knits,Coats & Jackets
115043442,01-MAR-23,30076,AY-GERMANY,,,IO24OUAX,WH,,,UK6:13|UK8:28|UK10:37|UK12:30|UK14:20|UK16:12,Not enough stock for the item: 115043449 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#IO24OU,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
115043443,01-MAR-23,30076,AY-GERMANY,,,7F04EXAX,WH,,,UK6:5|UK8:10|UK10:15|UK12:13|UK14:10|UK16:7,Not enough stock for the item: 115043457 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#7F04EX,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
115063420,01-FEB-23,30013,LaModa,,,0KSSZ3LM,MCO,,,W28:0|W30:0|W32:0|W34:0|W36:0,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Shorts TM,Topman,#0KSSZ3,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Shorts
115063420,01-FEB-23,30022,Namshi,,,0KSSZ3NM,MCO,,,W28:2|W30:8|W32:9|W34:7|W36:4,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Shorts TM,Topman,#0KSSZ3,03-APR-23,Commercial Team,TM,Bottoms & Tailoring,Shorts
115082544,01-MAR-23,30076,AY-GERMANY,,,6N4410AX,WH,,,UK6:6|UK8:14|UK10:19|UK12:18|UK14:13|UK16:10,Not enough stock for the item: 115082650 - WP_SO_IMPORT_SQL.POPULATE_DTL_OBJECT,Denim TS,Topshop,#6N4410,03-APR-23,Commercial Team,TS,JEANS NEW,Denim
115873908,01-FEB-23,30045,Yoox,,,PBYYW0YX,MCO,16,09-JAN-23,L:0|M:0|S:0|XL:0,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Jersey TM,Topman,#PBYYW0,03-APR-23,Commercial Team,TM,Jersey,HW Jersey
115873912,01-FEB-23,30045,Yoox,,,WOEYWDYX,MCO,16,09-JAN-23,L:0|M:0|S:0|XL:0,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Jersey TM,Topman,#WOEYWD,03-APR-23,Commercial Team,TM,Jersey,HW Jersey
115873914,01-FEB-23,30045,Yoox,,,DEXYWSYX,MCO,,,L:28|M:28|S:12|XL:12,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Jersey TM,Topman,#DEXYWS,03-APR-23,Commercial Team,TM,Jersey,HW Jersey
115873916,01-FEB-23,30022,Namshi,,,8U7Y0MNM,MCO,,,L:7|M:9|S:7|XL:3|XS:3|2XL:1,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Jersey TM,Topman,#8U7Y0M,03-APR-23,Commercial Team,TM,Jersey,HW Jersey
115873916,01-FEB-23,30045,Yoox,,,8U7Y0MYX,MCO,,,L:28|M:28|S:12|XL:12,Could not find approved Supplier PO for the wholesale order row code. - WP_SO_IMPORT_SQL.POPULATE_HEAD_OBJECT,Jersey TM,Topman,#8U7Y0M,03-APR-23,Commercial Team,TM,Jersey,HW Jersey
